endereco_original,endereco_modificado,tipo_erro,label
"VIA ANHANGUERA, S/N, JARDIM JARAGUA, 05275000, SAO PAULO, SP","VIA ANHANGUERA, S/N, 05275000, SAO PAULO, SP",SEM_BAIRRO,1
"VIA ANHANGUERA, S/N, JARDIM JARAGUA, 05275000, SAO PAULO, SP","VIA ANHANGUERA, S/N, JARDIM JARAGUA, SAO PAULO, SP",SEM_CEP,1
"RUA CORONEL JOSE VICENTE, 2 E 67, CENTRO, 58800005, SOUSA, PB","RUA CORONEL JOSE VICENTE, 2 E 67, CENTRO, 58800005, SOUSA, PB",ORIGINAL,1
"RUA CORONEL JOSE VICENTE, 2 E 67, CENTRO, 58800005, SOUSA, PB","R CORONEL JOSE VICENTE, 2 E 67, CENTRO, 58800005, SOUSA, PB",ABREVIACAO,1
"RUA CORONEL JOSE VICENTE, 2 E 67, CENTRO, 58800005, SOUSA, PB","CORONEL JOSE VICENTE, 2 E 67, CENTRO, 58800005, SOUSA, PB",SEM_TIPO,1
"RUA CORONEL JOSE VICENTE, 2 E 67, CENTRO, 58800005, SOUSA, PB","RUA CORONEL JOSE VICENTE, 2 E 67, CENTRO, 58800005, SOUSA, PB",SEM_ACENTO,1
"RUA CORONEL JOSE VICENTE, 2 E 67, CENTRO, 58800005, SOUSA, PB","RUA CORONEL JOE VICENTE, 2 E 67, CENTRO, 58800005, SOUSA, PB",ERRO_DIGITACAO,1
"RUA CORONEL JOSE VICENTE, 2 E 67, CENTRO, 58800005, SOUSA, PB","RUA CORONEL JOSE VICENTE, 2 E 67, 58800005, SOUSA, PB",SEM_BAIRRO,1
"RUA CORONEL JOSE VICENTE, 2 E 67, CENTRO, 58800005, SOUSA, PB","RUA CORONEL JOSE VICENTE, 2 E 67, CENTRO, SOUSA, PB",SEM_CEP,1
"RUA 15 DE NOVEMBRO, 163, CENTRO, 59900000, PAU DOS FERROS, RN","RUA 15 DE NOVEMBRO, 163, CENTRO, 59900000, PAU DOS FERROS, RN",ORIGINAL,1
"RUA 15 DE NOVEMBRO, 163, CENTRO, 59900000, PAU DOS FERROS, RN","R 15 DE NOVEMBRO, 163, CENTRO, 59900000, PAU DOS FERROS, RN",ABREVIACAO,1
"RUA 15 DE NOVEMBRO, 163, CENTRO, 59900000, PAU DOS FERROS, RN","15 DE NOVEMBRO, 163, CENTRO, 59900000, PAU DOS FERROS, RN",SEM_TIPO,1
"RUA 15 DE NOVEMBRO, 163, CENTRO, 59900000, PAU DOS FERROS, RN","RUA 15 DE NOVEMBRO, 163, CENTRO, 59900000, PAU DOS FERROS, RN",SEM_ACENTO,1
"RUA 15 DE NOVEMBRO, 163, CENTRO, 59900000, PAU DOS FERROS, RN","RUA 15 DE NVEMBRO, 163, CENTRO, 59900000, PAU DOS FERROS, RN",ERRO_DIGITACAO,1
"RUA 15 DE NOVEMBRO, 163, CENTRO, 59900000, PAU DOS FERROS, RN","RUA 15 DE NOVEMBRO, 163, 59900000, PAU DOS FERROS, RN",SEM_BAIRRO,1
"RUA 15 DE NOVEMBRO, 163, CENTRO, 59900000, PAU DOS FERROS, RN","RUA 15 DE NOVEMBRO, 163, CENTRO, PAU DOS FERROS, RN",SEM_CEP,1
"RUA 15 DE NOVEMBRO, 163, CENTRO, 59900000, PAU DOS FERROS, RN","RUA 15 DE NOVEMBRO, 161, CENTRO, 59900000, PAU DOS FERROS, RN",NUMERO_ALTERADO,1
"RUA 15 DE NOVEMBRO, 163, CENTRO, 59900000, PAU DOS FERROS, RN","RUA 15 DE NOVEMBRO, 162, CENTRO, 59900000, PAU DOS FERROS, RN",NUMERO_ALTERADO,1
"RUA 15 DE NOVEMBRO, 163, CENTRO, 59900000, PAU DOS FERROS, RN","RUA 15 DE NOVEMBRO, 164, CENTRO, 59900000, PAU DOS FERROS, RN",NUMERO_ALTERADO,1
"RUA 15 DE NOVEMBRO, 163, CENTRO, 59900000, PAU DOS FERROS, RN","RUA 15 DE NOVEMBRO, 165, CENTRO, 59900000, PAU DOS FERROS, RN",NUMERO_ALTERADO,1
"RUA 15 DE NOVEMBRO, 163, CENTRO, 59900000, PAU DOS FERROS, RN","RUA 15 DE NOVEMBRO, 173, CENTRO, 59900000, PAU DOS FERROS, RN",NUMERO_ALTERADO,1
"AVENIDA CRISPIM FURQUIM DE SIQUEIRA, 503, CENTRO, 83560000, ITAPERUCU, PR","AVENIDA CRISPIM FURQUIM DE SIQUEIRA, 503, CENTRO, 83560000, ITAPERUCU, PR",ORIGINAL,1
"AVENIDA CRISPIM FURQUIM DE SIQUEIRA, 503, CENTRO, 83560000, ITAPERUCU, PR","AV CRISPIM FURQUIM DE SIQUEIRA, 503, CENTRO, 83560000, ITAPERUCU, PR",ABREVIACAO,1
"AVENIDA CRISPIM FURQUIM DE SIQUEIRA, 503, CENTRO, 83560000, ITAPERUCU, PR","CRISPIM FURQUIM DE SIQUEIRA, 503, CENTRO, 83560000, ITAPERUCU, PR",SEM_TIPO,1
"AVENIDA CRISPIM FURQUIM DE SIQUEIRA, 503, CENTRO, 83560000, ITAPERUCU, PR","AVENIDA CRISPIM FURQUIM DE SIQUEIRA, 503, CENTRO, 83560000, ITAPERUCU, PR",SEM_ACENTO,1
"AVENIDA CRISPIM FURQUIM DE SIQUEIRA, 503, CENTRO, 83560000, ITAPERUCU, PR","AVENIDA CRISPIM FURQUM DE SIQUEIRA, 503, CENTRO, 83560000, ITAPERUCU, PR",ERRO_DIGITACAO,1
"AVENIDA CRISPIM FURQUIM DE SIQUEIRA, 503, CENTRO, 83560000, ITAPERUCU, PR","AVENIDA CRISPIM FURQUIM DE SIQUEIRA, 503, 83560000, ITAPERUCU, PR",SEM_BAIRRO,1
"AVENIDA CRISPIM FURQUIM DE SIQUEIRA, 503, CENTRO, 83560000, ITAPERUCU, PR","AVENIDA CRISPIM FURQUIM DE SIQUEIRA, 503, CENTRO, ITAPERUCU, PR",SEM_CEP,1
"AVENIDA CRISPIM FURQUIM DE SIQUEIRA, 503, CENTRO, 83560000, ITAPERUCU, PR","AVENIDA CRISPIM FURQUIM DE SIQUEIRA, 501, CENTRO, 83560000, ITAPERUCU, PR",NUMERO_ALTERADO,1
"AVENIDA CRISPIM FURQUIM DE SIQUEIRA, 503, CENTRO, 83560000, ITAPERUCU, PR","AVENIDA CRISPIM FURQUIM DE SIQUEIRA, 502, CENTRO, 83560000, ITAPERUCU, PR",NUMERO_ALTERADO,1
"AVENIDA CRISPIM FURQUIM DE SIQUEIRA, 503, CENTRO, 83560000, ITAPERUCU, PR","AVENIDA CRISPIM FURQUIM DE SIQUEIRA, 504, CENTRO, 83560000, ITAPERUCU, PR",NUMERO_ALTERADO,1
"AVENIDA CRISPIM FURQUIM DE SIQUEIRA, 503, CENTRO, 83560000, ITAPERUCU, PR","AVENIDA CRISPIM FURQUIM DE SIQUEIRA, 505, CENTRO, 83560000, ITAPERUCU, PR",NUMERO_ALTERADO,1
"AVENIDA CRISPIM FURQUIM DE SIQUEIRA, 503, CENTRO, 83560000, ITAPERUCU, PR","AVENIDA CRISPIM FURQUIM DE SIQUEIRA, 513, CENTRO, 83560000, ITAPERUCU, PR",NUMERO_ALTERADO,1
"AVENIDA GOIAS, 1183, CENTRO, 75800012, JATAI, GO","AVENIDA GOIAS, 1183, CENTRO, 75800012, JATAI, GO",ORIGINAL,1
"AVENIDA GOIAS, 1183, CENTRO, 75800012, JATAI, GO","AV GOIAS, 1183, CENTRO, 75800012, JATAI, GO",ABREVIACAO,1
"AVENIDA GOIAS, 1183, CENTRO, 75800012, JATAI, GO","GOIAS, 1183, CENTRO, 75800012, JATAI, GO",SEM_TIPO,1
"AVENIDA GOIAS, 1183, CENTRO, 75800012, JATAI, GO","AVENIDA GOIAS, 1183, CENTRO, 75800012, JATAI, GO",SEM_ACENTO,1
"AVENIDA GOIAS, 1183, CENTRO, 75800012, JATAI, GO","AVENIDA GOAS, 1183, CENTRO, 75800012, JATAI, GO",ERRO_DIGITACAO,1
"AVENIDA GOIAS, 1183, CENTRO, 75800012, JATAI, GO","AVENIDA GOIAS, 1183, 75800012, JATAI, GO",SEM_BAIRRO,1
"AVENIDA GOIAS, 1183, CENTRO, 75800012, JATAI, GO","AVENIDA GOIAS, 1183, CENTRO, JATAI, GO",SEM_CEP,1
"AVENIDA GOIAS, 1183, CENTRO, 75800012, JATAI, GO","AVENIDA GOIAS, 1181, CENTRO, 75800012, JATAI, GO",NUMERO_ALTERADO,1
"AVENIDA GOIAS, 1183, CENTRO, 75800012, JATAI, GO","AVENIDA GOIAS, 1182, CENTRO, 75800012, JATAI, GO",NUMERO_ALTERADO,1
"AVENIDA GOIAS, 1183, CENTRO, 75800012, JATAI, GO","AVENIDA GOIAS, 1184, CENTRO, 75800012, JATAI, GO",NUMERO_ALTERADO,1
"AVENIDA GOIAS, 1183, CENTRO, 75800012, JATAI, GO","AVENIDA GOIAS, 1185, CENTRO, 75800012, JATAI, GO",NUMERO_ALTERADO,1
"AVENIDA GOIAS, 1183, CENTRO, 75800012, JATAI, GO","AVENIDA GOIAS, 1193, CENTRO, 75800012, JATAI, GO",NUMERO_ALTERADO,1
"AVENIDA GAL EDGAR FACO, 840, VILA PEREIRA CERCA, 02924400, SAO PAULO, SP","AVENIDA GAL EDGAR FACO, 840, VILA PEREIRA CERCA, 02924400, SAO PAULO, SP",ORIGINAL,1
"AVENIDA GAL EDGAR FACO, 840, VILA PEREIRA CERCA, 02924400, SAO PAULO, SP","AV GAL EDGAR FACO, 840, VILA PEREIRA CERCA, 02924400, SAO PAULO, SP",ABREVIACAO,1
"AVENIDA GAL EDGAR FACO, 840, VILA PEREIRA CERCA, 02924400, SAO PAULO, SP","GAL EDGAR FACO, 840, VILA PEREIRA CERCA, 02924400, SAO PAULO, SP",SEM_TIPO,1
"AVENIDA GAL EDGAR FACO, 840, VILA PEREIRA CERCA, 02924400, SAO PAULO, SP","AVENIDA GAL EDGAR FACO, 840, VILA PEREIRA CERCA, 02924400, SAO PAULO, SP",SEM_ACENTO,1
"AVENIDA GAL EDGAR FACO, 840, VILA PEREIRA CERCA, 02924400, SAO PAULO, SP","AVENIDA GAL EDGR FACO, 840, VILA PEREIRA CERCA, 02924400, SAO PAULO, SP",ERRO_DIGITACAO,1
"AVENIDA GAL EDGAR FACO, 840, VILA PEREIRA CERCA, 02924400, SAO PAULO, SP","AVENIDA GAL EDGAR FACO, 840, 02924400, SAO PAULO, SP",SEM_BAIRRO,1
"AVENIDA GAL EDGAR FACO, 840, VILA PEREIRA CERCA, 02924400, SAO PAULO, SP","AVENIDA GAL EDGAR FACO, 840, VILA PEREIRA CERCA, SAO PAULO, SP",SEM_CEP,1
"AVENIDA GAL EDGAR FACO, 840, VILA PEREIRA CERCA, 02924400, SAO PAULO, SP","AVENIDA GAL EDGAR FACO, 838, VILA PEREIRA CERCA, 02924400, SAO PAULO, SP",NUMERO_ALTERADO,1
"AVENIDA GAL EDGAR FACO, 840, VILA PEREIRA CERCA, 02924400, SAO PAULO, SP","AVENIDA GAL EDGAR FACO, 839, VILA PEREIRA CERCA, 02924400, SAO PAULO, SP",NUMERO_ALTERADO,1
"AVENIDA GAL EDGAR FACO, 840, VILA PEREIRA CERCA, 02924400, SAO PAULO, SP","AVENIDA GAL EDGAR FACO, 841, VILA PEREIRA CERCA, 02924400, SAO PAULO, SP",NUMERO_ALTERADO,1
"AVENIDA GAL EDGAR FACO, 840, VILA PEREIRA CERCA, 02924400, SAO PAULO, SP","AVENIDA GAL EDGAR FACO, 842, VILA PEREIRA CERCA, 02924400, SAO PAULO, SP",NUMERO_ALTERADO,1
"AVENIDA GAL EDGAR FACO, 840, VILA PEREIRA CERCA, 02924400, SAO PAULO, SP","AVENIDA GAL EDGAR FACO, 850, VILA PEREIRA CERCA, 02924400, SAO PAULO, SP",NUMERO_ALTERADO,1
"RUA TEODORO SAMPAIO, 2799, PINHEIROS, 05405250, SAO PAULO, SP","RUA TEODORO SAMPAIO, 2799, PINHEIROS, 05405250, SAO PAULO, SP",ORIGINAL,1
"RUA TEODORO SAMPAIO, 2799, PINHEIROS, 05405250, SAO PAULO, SP","R TEODORO SAMPAIO, 2799, PINHEIROS, 05405250, SAO PAULO, SP",ABREVIACAO,1
"RUA TEODORO SAMPAIO, 2799, PINHEIROS, 05405250, SAO PAULO, SP","TEODORO SAMPAIO, 2799, PINHEIROS, 05405250, SAO PAULO, SP",SEM_TIPO,1
"RUA TEODORO SAMPAIO, 2799, PINHEIROS, 05405250, SAO PAULO, SP","RUA TEODORO SAMPAIO, 2799, PINHEIROS, 05405250, SAO PAULO, SP",SEM_ACENTO,1
"RUA TEODORO SAMPAIO, 2799, PINHEIROS, 05405250, SAO PAULO, SP","RUA TEODOROSAMPAIO, 2799, PINHEIROS, 05405250, SAO PAULO, SP",ERRO_DIGITACAO,1
"RUA TEODORO SAMPAIO, 2799, PINHEIROS, 05405250, SAO PAULO, SP","RUA TEODORO SAMPAIO, 2799, 05405250, SAO PAULO, SP",SEM_BAIRRO,1
"RUA TEODORO SAMPAIO, 2799, PINHEIROS, 05405250, SAO PAULO, SP","RUA TEODORO SAMPAIO, 2799, PINHEIROS, SAO PAULO, SP",SEM_CEP,1
"RUA TEODORO SAMPAIO, 2799, PINHEIROS, 05405250, SAO PAULO, SP","RUA TEODORO SAMPAIO, 2797, PINHEIROS, 05405250, SAO PAULO, SP",NUMERO_ALTERADO,1
"RUA TEODORO SAMPAIO, 2799, PINHEIROS, 05405250, SAO PAULO, SP","RUA TEODORO SAMPAIO, 2798, PINHEIROS, 05405250, SAO PAULO, SP",NUMERO_ALTERADO,1
"RUA TEODORO SAMPAIO, 2799, PINHEIROS, 05405250, SAO PAULO, SP","RUA TEODORO SAMPAIO, 2800, PINHEIROS, 05405250, SAO PAULO, SP",NUMERO_ALTERADO,1
"RUA TEODORO SAMPAIO, 2799, PINHEIROS, 05405250, SAO PAULO, SP","RUA TEODORO SAMPAIO, 2801, PINHEIROS, 05405250, SAO PAULO, SP",NUMERO_ALTERADO,1
"RUA TEODORO SAMPAIO, 2799, PINHEIROS, 05405250, SAO PAULO, SP","RUA TEODORO SAMPAIO, 2809, PINHEIROS, 05405250, SAO PAULO, SP",NUMERO_ALTERADO,1
"RUA SETE DE SETEMBRO, 220, CENTRO, 16400025, LINS, SP","RUA SETE DE SETEMBRO, 220, CENTRO, 16400025, LINS, SP",ORIGINAL,1
"RUA SETE DE SETEMBRO, 220, CENTRO, 16400025, LINS, SP","R SETE DE SETEMBRO, 220, CENTRO, 16400025, LINS, SP",ABREVIACAO,1
"RUA SETE DE SETEMBRO, 220, CENTRO, 16400025, LINS, SP","SETE DE SETEMBRO, 220, CENTRO, 16400025, LINS, SP",SEM_TIPO,1
"RUA SETE DE SETEMBRO, 220, CENTRO, 16400025, LINS, SP","RUA SETE DE SETEMBRO, 220, CENTRO, 16400025, LINS, SP",SEM_ACENTO,1
"RUA SETE DE SETEMBRO, 220, CENTRO, 16400025, LINS, SP","RUA SETE DE ETEMBRO, 220, CENTRO, 16400025, LINS, SP",ERRO_DIGITACAO,1
"RUA SETE DE SETEMBRO, 220, CENTRO, 16400025, LINS, SP","RUA SETE DE SETEMBRO, 220, 16400025, LINS, SP",SEM_BAIRRO,1
"RUA SETE DE SETEMBRO, 220, CENTRO, 16400025, LINS, SP","RUA SETE DE SETEMBRO, 220, CENTRO, LINS, SP",SEM_CEP,1
"RUA SETE DE SETEMBRO, 220, CENTRO, 16400025, LINS, SP","RUA SETE DE SETEMBRO, 218, CENTRO, 16400025, LINS, SP",NUMERO_ALTERADO,1
"RUA SETE DE SETEMBRO, 220, CENTRO, 16400025, LINS, SP","RUA SETE DE SETEMBRO, 219, CENTRO, 16400025, LINS, SP",NUMERO_ALTERADO,1
"RUA SETE DE SETEMBRO, 220, CENTRO, 16400025, LINS, SP","RUA SETE DE SETEMBRO, 221, CENTRO, 16400025, LINS, SP",NUMERO_ALTERADO,1
"RUA SETE DE SETEMBRO, 220, CENTRO, 16400025, LINS, SP","RUA SETE DE SETEMBRO, 222, CENTRO, 16400025, LINS, SP",NUMERO_ALTERADO,1
"RUA SETE DE SETEMBRO, 220, CENTRO, 16400025, LINS, SP","RUA SETE DE SETEMBRO, 230, CENTRO, 16400025, LINS, SP",NUMERO_ALTERADO,1
"RUA SENADOR ANTONIO LEMOS, 450, CENTRO, 68740010, CASTANHAL, PA","RUA SENADOR ANTONIO LEMOS, 450, CENTRO, 68740010, CASTANHAL, PA",ORIGINAL,1
"RUA SENADOR ANTONIO LEMOS, 450, CENTRO, 68740010, CASTANHAL, PA","R SENADOR ANTONIO LEMOS, 450, CENTRO, 68740010, CASTANHAL, PA",ABREVIACAO,1
"RUA SENADOR ANTONIO LEMOS, 450, CENTRO, 68740010, CASTANHAL, PA","SENADOR ANTONIO LEMOS, 450, CENTRO, 68740010, CASTANHAL, PA",SEM_TIPO,1
"RUA SENADOR ANTONIO LEMOS, 450, CENTRO, 68740010, CASTANHAL, PA","RUA SENADOR ANTONIO LEMOS, 450, CENTRO, 68740010, CASTANHAL, PA",SEM_ACENTO,1
"RUA SENADOR ANTONIO LEMOS, 450, CENTRO, 68740010, CASTANHAL, PA","RUA SENADOR ANONIO LEMOS, 450, CENTRO, 68740010, CASTANHAL, PA",ERRO_DIGITACAO,1
"RUA SENADOR ANTONIO LEMOS, 450, CENTRO, 68740010, CASTANHAL, PA","RUA SENADOR ANTONIO LEMOS, 450, 68740010, CASTANHAL, PA",SEM_BAIRRO,1
"RUA SENADOR ANTONIO LEMOS, 450, CENTRO, 68740010, CASTANHAL, PA","RUA SENADOR ANTONIO LEMOS, 450, CENTRO, CASTANHAL, PA",SEM_CEP,1
"RUA SENADOR ANTONIO LEMOS, 450, CENTRO, 68740010, CASTANHAL, PA","RUA SENADOR ANTONIO LEMOS, 448, CENTRO, 68740010, CASTANHAL, PA",NUMERO_ALTERADO,1
"RUA SENADOR ANTONIO LEMOS, 450, CENTRO, 68740010, CASTANHAL, PA","RUA SENADOR ANTONIO LEMOS, 449, CENTRO, 68740010, CASTANHAL, PA",NUMERO_ALTERADO,1
"RUA SENADOR ANTONIO LEMOS, 450, CENTRO, 68740010, CASTANHAL, PA","RUA SENADOR ANTONIO LEMOS, 451, CENTRO, 68740010, CASTANHAL, PA",NUMERO_ALTERADO,1
"RUA SENADOR ANTONIO LEMOS, 450, CENTRO, 68740010, CASTANHAL, PA","RUA SENADOR ANTONIO LEMOS, 452, CENTRO, 68740010, CASTANHAL, PA",NUMERO_ALTERADO,1
"RUA SENADOR ANTONIO LEMOS, 450, CENTRO, 68740010, CASTANHAL, PA","RUA SENADOR ANTONIO LEMOS, 460, CENTRO, 68740010, CASTANHAL, PA",NUMERO_ALTERADO,1
"AVENIDA LAURO DE FREITAS, 336, CENTRO, 45000230, VITORIA DA CONQUISTA, BA","AVENIDA LAURO DE FREITAS, 336, CENTRO, 45000230, VITORIA DA CONQUISTA, BA",ORIGINAL,1
"AVENIDA LAURO DE FREITAS, 336, CENTRO, 45000230, VITORIA DA CONQUISTA, BA","AV LAURO DE FREITAS, 336, CENTRO, 45000230, VITORIA DA CONQUISTA, BA",ABREVIACAO,1
"AVENIDA LAURO DE FREITAS, 336, CENTRO, 45000230, VITORIA DA CONQUISTA, BA","LAURO DE FREITAS, 336, CENTRO, 45000230, VITORIA DA CONQUISTA, BA",SEM_TIPO,1
"AVENIDA LAURO DE FREITAS, 336, CENTRO, 45000230, VITORIA DA CONQUISTA, BA","AVENIDA LAURO DE FREITAS, 336, CENTRO, 45000230, VITORIA DA CONQUISTA, BA",SEM_ACENTO,1
"AVENIDA LAURO DE FREITAS, 336, CENTRO, 45000230, VITORIA DA CONQUISTA, BA","AVENIDA LAURO DEFREITAS, 336, CENTRO, 45000230, VITORIA DA CONQUISTA, BA",ERRO_DIGITACAO,1
"AVENIDA LAURO DE FREITAS, 336, CENTRO, 45000230, VITORIA DA CONQUISTA, BA","AVENIDA LAURO DE FREITAS, 336, 45000230, VITORIA DA CONQUISTA, BA",SEM_BAIRRO,1
"AVENIDA LAURO DE FREITAS, 336, CENTRO, 45000230, VITORIA DA CONQUISTA, BA","AVENIDA LAURO DE FREITAS, 336, CENTRO, VITORIA DA CONQUISTA, BA",SEM_CEP,1
"AVENIDA LAURO DE FREITAS, 336, CENTRO, 45000230, VITORIA DA CONQUISTA, BA","AVENIDA LAURO DE FREITAS, 334, CENTRO, 45000230, VITORIA DA CONQUISTA, BA",NUMERO_ALTERADO,1
"AVENIDA LAURO DE FREITAS, 336, CENTRO, 45000230, VITORIA DA CONQUISTA, BA","AVENIDA LAURO DE FREITAS, 335, CENTRO, 45000230, VITORIA DA CONQUISTA, BA",NUMERO_ALTERADO,1
"AVENIDA LAURO DE FREITAS, 336, CENTRO, 45000230, VITORIA DA CONQUISTA, BA","AVENIDA LAURO DE FREITAS, 337, CENTRO, 45000230, VITORIA DA CONQUISTA, BA",NUMERO_ALTERADO,1
"AVENIDA LAURO DE FREITAS, 336, CENTRO, 45000230, VITORIA DA CONQUISTA, BA","AVENIDA LAURO DE FREITAS, 338, CENTRO, 45000230, VITORIA DA CONQUISTA, BA",NUMERO_ALTERADO,1
"AVENIDA LAURO DE FREITAS, 336, CENTRO, 45000230, VITORIA DA CONQUISTA, BA","AVENIDA LAURO DE FREITAS, 346, CENTRO, 45000230, VITORIA DA CONQUISTA, BA",NUMERO_ALTERADO,1
"AVENIDA BRASIL, 1670, CENTRO, 88330040, BALNEARIO CAMBORIU, SC","AVENIDA BRASIL, 1670, CENTRO, 88330040, BALNEARIO CAMBORIU, SC",ORIGINAL,1
"AVENIDA BRASIL, 1670, CENTRO, 88330040, BALNEARIO CAMBORIU, SC","AV BRASIL, 1670, CENTRO, 88330040, BALNEARIO CAMBORIU, SC",ABREVIACAO,1
"AVENIDA BRASIL, 1670, CENTRO, 88330040, BALNEARIO CAMBORIU, SC","BRASIL, 1670, CENTRO, 88330040, BALNEARIO CAMBORIU, SC",SEM_TIPO,1
"AVENIDA BRASIL, 1670, CENTRO, 88330040, BALNEARIO CAMBORIU, SC","AVENIDA BRASIL, 1670, CENTRO, 88330040, BALNEARIO CAMBORIU, SC",SEM_ACENTO,1
"AVENIDA BRASIL, 1670, CENTRO, 88330040, BALNEARIO CAMBORIU, SC","AVENIDA BRAIL, 1670, CENTRO, 88330040, BALNEARIO CAMBORIU, SC",ERRO_DIGITACAO,1
"AVENIDA BRASIL, 1670, CENTRO, 88330040, BALNEARIO CAMBORIU, SC","AVENIDA BRASIL, 1670, 88330040, BALNEARIO CAMBORIU, SC",SEM_BAIRRO,1
"AVENIDA BRASIL, 1670, CENTRO, 88330040, BALNEARIO CAMBORIU, SC","AVENIDA BRASIL, 1670, CENTRO, BALNEARIO CAMBORIU, SC",SEM_CEP,1
"AVENIDA BRASIL, 1670, CENTRO, 88330040, BALNEARIO CAMBORIU, SC","AVENIDA BRASIL, 1668, CENTRO, 88330040, BALNEARIO CAMBORIU, SC",NUMERO_ALTERADO,1
"AVENIDA BRASIL, 1670, CENTRO, 88330040, BALNEARIO CAMBORIU, SC","AVENIDA BRASIL, 1669, CENTRO, 88330040, BALNEARIO CAMBORIU, SC",NUMERO_ALTERADO,1
"AVENIDA BRASIL, 1670, CENTRO, 88330040, BALNEARIO CAMBORIU, SC","AVENIDA BRASIL, 1671, CENTRO, 88330040, BALNEARIO CAMBORIU, SC",NUMERO_ALTERADO,1
"AVENIDA BRASIL, 1670, CENTRO, 88330040, BALNEARIO CAMBORIU, SC","AVENIDA BRASIL, 1672, CENTRO, 88330040, BALNEARIO CAMBORIU, SC",NUMERO_ALTERADO,1
"AVENIDA BRASIL, 1670, CENTRO, 88330040, BALNEARIO CAMBORIU, SC","AVENIDA BRASIL, 1680, CENTRO, 88330040, BALNEARIO CAMBORIU, SC",NUMERO_ALTERADO,1
"AVENIDA JOSE HERCULANO, 1086, JARDIM BRITANIA, 11666000, CARAGUATATUBA, SP","AVENIDA JOSE HERCULANO, 1086, JARDIM BRITANIA, 11666000, CARAGUATATUBA, SP",ORIGINAL,1
"AVENIDA JOSE HERCULANO, 1086, JARDIM BRITANIA, 11666000, CARAGUATATUBA, SP","AV JOSE HERCULANO, 1086, JARDIM BRITANIA, 11666000, CARAGUATATUBA, SP",ABREVIACAO,1
"AVENIDA JOSE HERCULANO, 1086, JARDIM BRITANIA, 11666000, CARAGUATATUBA, SP","JOSE HERCULANO, 1086, JARDIM BRITANIA, 11666000, CARAGUATATUBA, SP",SEM_TIPO,1
"AVENIDA JOSE HERCULANO, 1086, JARDIM BRITANIA, 11666000, CARAGUATATUBA, SP","AVENIDA JOSE HERCULANO, 1086, JARDIM BRITANIA, 11666000, CARAGUATATUBA, SP",SEM_ACENTO,1
"AVENIDA JOSE HERCULANO, 1086, JARDIM BRITANIA, 11666000, CARAGUATATUBA, SP","AVENIDA JOSE HECULANO, 1086, JARDIM BRITANIA, 11666000, CARAGUATATUBA, SP",ERRO_DIGITACAO,1
"AVENIDA JOSE HERCULANO, 1086, JARDIM BRITANIA, 11666000, CARAGUATATUBA, SP","AVENIDA JOSE HERCULANO, 1086, 11666000, CARAGUATATUBA, SP",SEM_BAIRRO,1
"AVENIDA JOSE HERCULANO, 1086, JARDIM BRITANIA, 11666000, CARAGUATATUBA, SP","AVENIDA JOSE HERCULANO, 1086, JARDIM BRITANIA, CARAGUATATUBA, SP",SEM_CEP,1
"AVENIDA JOSE HERCULANO, 1086, JARDIM BRITANIA, 11666000, CARAGUATATUBA, SP","AVENIDA JOSE HERCULANO, 1084, JARDIM BRITANIA, 11666000, CARAGUATATUBA, SP",NUMERO_ALTERADO,1
"AVENIDA JOSE HERCULANO, 1086, JARDIM BRITANIA, 11666000, CARAGUATATUBA, SP","AVENIDA JOSE HERCULANO, 1085, JARDIM BRITANIA, 11666000, CARAGUATATUBA, SP",NUMERO_ALTERADO,1
"AVENIDA JOSE HERCULANO, 1086, JARDIM BRITANIA, 11666000, CARAGUATATUBA, SP","AVENIDA JOSE HERCULANO, 1087, JARDIM BRITANIA, 11666000, CARAGUATATUBA, SP",NUMERO_ALTERADO,1
"AVENIDA JOSE HERCULANO, 1086, JARDIM BRITANIA, 11666000, CARAGUATATUBA, SP","AVENIDA JOSE HERCULANO, 1088, JARDIM BRITANIA, 11666000, CARAGUATATUBA, SP",NUMERO_ALTERADO,1
"AVENIDA JOSE HERCULANO, 1086, JARDIM BRITANIA, 11666000, CARAGUATATUBA, SP","AVENIDA JOSE HERCULANO, 1096, JARDIM BRITANIA, 11666000, CARAGUATATUBA, SP",NUMERO_ALTERADO,1
"AVENIDA JOSE MUNIA, 4775, JARDIM REDENTOR, 15085350, SAO JOSE DO RIO PRETO, SP","AVENIDA JOSE MUNIA, 4775, JARDIM REDENTOR, 15085350, SAO JOSE DO RIO PRETO, SP",ORIGINAL,1
"AVENIDA JOSE MUNIA, 4775, JARDIM REDENTOR, 15085350, SAO JOSE DO RIO PRETO, SP","AV JOSE MUNIA, 4775, JARDIM REDENTOR, 15085350, SAO JOSE DO RIO PRETO, SP",ABREVIACAO,1
"AVENIDA JOSE MUNIA, 4775, JARDIM REDENTOR, 15085350, SAO JOSE DO RIO PRETO, SP","JOSE MUNIA, 4775, JARDIM REDENTOR, 15085350, SAO JOSE DO RIO PRETO, SP",SEM_TIPO,1
"AVENIDA JOSE MUNIA, 4775, JARDIM REDENTOR, 15085350, SAO JOSE DO RIO PRETO, SP","AVENIDA JOSE MUNIA, 4775, JARDIM REDENTOR, 15085350, SAO JOSE DO RIO PRETO, SP",SEM_ACENTO,1
